url,Picture URL,Product Name,Price in India,Total Ratings,Type,Rating,1 Stars,2 Stars,3 Stars,4 Stars,5 Stars,Description,Hard Disk,Console Type,AV Digital Output,RAM,Input method,Screen Size,USB,Processor,Graphics,Weight,Console Family,Launched
https://gadgets.ndtv.com/nintendo-game-boy-micro-12034,https://i.gadgets360cdn.com/products/large/1550063938_635_game_boy_micro.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,,,Gaming console,0,0,0,0,0,0," Hard Disk : No, Console Type : Handheld Console, AV Digital Output : No, RAM : , Input Method : Cartridge, Screen Size : 2-inches, USB Ports : No, Processor : ARM7TDMI @ 16.78 MHz; Zilog Z80 @ 8MHz/4MHz, Graphics : No, Weight : 80g, Console Family : Nintendo Game Boy, Launched : 38596",No,Handheld Console,No,,Cartridge,2-inches,No,ARM7TDMI @ 16.78 MHz; Zilog Z80 @ 8MHz/4MHz,No,80g,Nintendo Game Boy,September 2005
https://gadgets.ndtv.com/microsoft-xbox-one-s-11990,https://i.gadgets360cdn.com/products/large/1549457624_635_xbox_one_s.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"Microsoft Xbox One S (Gradient Purple, 1TB)","₹ 29,999",405,Gaming console,4.564356436,3,2,3,15,77," Hard Disk : 500GB, 1TB, 2TB, Console Type : Home Console, AV Digital Output : HDMI-out, Optical Out, RAM : 8GB, Input Method : Disc, Screen Size : , USB Ports : 3 USB 3.0 ports, Processor : AMD Jaguar 1.75GHz 8-core, Graphics : AMD Durango 2 GCN 1.0, Weight : 2.9kg, Console Family : Microsoft Xbox One, Launched : 42583","500GB, 1TB, 2TB",Home Console,"HDMI-out, Optical Out",8GB,Disc,,3 USB 3.0 ports,AMD Jaguar 1.75GHz 8-core,AMD Durango 2 GCN 1.0,2.9kg,Microsoft Xbox One,August 2016
https://gadgets.ndtv.com/sony-playstation-vita-12049,https://i.gadgets360cdn.com/products/large/1550244612_635_PS_VITA_OLED.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Sony Playstation Vita (Black),"₹ 18,000",19,Gaming console,4.158415842,16,0,0,16,68," Hard Disk : , Console Type : Handheld Console, AV Digital Output : , RAM : 512MB, Input Method : Cartridge, Screen Size : 5-inches (OLED), USB Ports : , Processor : Quad-core ARM Cortex-A9 MPCore, Graphics : Quad-core PowerVR SGX543MP4+, Weight : 260g, Console Family : Sony PlayStation Vita/ PSP, Launched : 40940",,Handheld Console,,512MB,Cartridge,5-inches (OLED),,Quad-core ARM Cortex-A9 MPCore,Quad-core PowerVR SGX543MP4+,260g,Sony PlayStation Vita/ PSP,February 2012
https://gadgets.ndtv.com/sony-playstation-portable-12015,https://i.gadgets360cdn.com/products/large/1550032341_635_psp_original_db.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,,,Gaming console,0,0,0,0,0,0," Hard Disk : None, Console Type : Handheld Console, AV Digital Output : , RAM : 32MB, Input Method : Disc, Screen Size : 4.3 inches, USB Ports : 1 USB 2.0 port, Processor : 333MHz MIPS R4000, Graphics : 166MHz GPU, Weight : 280g, Console Family : Sony PlayStation Vita/ PSP, Launched : 38412",None,Handheld Console,,32MB,Disc,4.3 inches,1 USB 2.0 port,333MHz MIPS R4000,166MHz GPU,280g,Sony PlayStation Vita/ PSP,March 2005
https://gadgets.ndtv.com/nintendo-entertainment-system-12043,https://i.gadgets360cdn.com/products/large/1550074288_635_NES_Console.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,,,Gaming console,0,0,0,0,0,0," Hard Disk : No, Console Type : Home Console, AV Digital Output : RF, RCA, RGB, RAM : 1kB, Input Method : Cartridge, Screen Size : , USB Ports : No, Processor : Ricoh 2A03 8-bit processor @ 1.79MHz, Graphics : No, Weight : 1.36Kg, Console Family : Nintendo SNES/ NES, Launched : 31321",No,Home Console,"RF, RCA, RGB",1kB,Cartridge,,No,Ricoh 2A03 8-bit processor @ 1.79MHz,No,1.36Kg,Nintendo SNES/ NES,October 1985
https://gadgets.ndtv.com/sony-psp-slim-and-lite-12016,https://i.gadgets360cdn.com/products/large/1550050093_635_PSP_SLIM_AND_LITE.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,,,Gaming console,0,0,0,0,0,0," Hard Disk : None, Console Type : Handheld Console, AV Digital Output : , RAM : 64MB, Input Method : Disc, Screen Size : 4.3 inches, USB Ports : 1 USB 2.0 port, Processor : 333MHz MIPS R4000, Graphics : 166MHz GPU, Weight : 189g, Console Family : Sony PlayStation Vita/ PSP, Launched : 39326",None,Handheld Console,,64MB,Disc,4.3 inches,1 USB 2.0 port,333MHz MIPS R4000,166MHz GPU,189g,Sony PlayStation Vita/ PSP,September 2007
https://gadgets.ndtv.com/sony-playstation-vita-12049,https://i.gadgets360cdn.com/products/large/1550244612_635_PS_VITA_OLED.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Sony Playstation Vita (Gold),"₹ 16,800",19,Gaming console,4.158415842,16,0,0,16,68," Hard Disk : , Console Type : Handheld Console, AV Digital Output : , RAM : 512MB, Input Method : Cartridge, Screen Size : 5-inches (OLED), USB Ports : , Processor : Quad-core ARM Cortex-A9 MPCore, Graphics : Quad-core PowerVR SGX543MP4+, Weight : 260g, Console Family : Sony PlayStation Vita/ PSP, Launched : 40940",,Handheld Console,,512MB,Cartridge,5-inches (OLED),,Quad-core ARM Cortex-A9 MPCore,Quad-core PowerVR SGX543MP4+,260g,Sony PlayStation Vita/ PSP,February 2012
https://gadgets.ndtv.com/nintendo-game-boy-advance-12025,https://i.gadgets360cdn.com/products/large/1550061163_635_gameboy_advance_nintendo.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,,,Gaming console,0,0,0,0,0,0," Hard Disk : No, Console Type : Handheld Console, AV Digital Output : No, RAM : , Input Method : Cartridge, Screen Size : 2.9-inches, USB Ports : No, Processor : ARM7TDMI @ 16.78 MHz; Zilog Z80 @ 8MHz/4MHz, Graphics : No, Weight : 140g, Console Family : Nintendo Game Boy, Launched : 37043",No,Handheld Console,No,,Cartridge,2.9-inches,No,ARM7TDMI @ 16.78 MHz; Zilog Z80 @ 8MHz/4MHz,No,140g,Nintendo Game Boy,June 2001
https://gadgets.ndtv.com/microsoft-xbox-12010,https://i.gadgets360cdn.com/products/large/1549994296_635_xbox_db.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,,,Gaming console,0,0,0,0,0,0," Hard Disk : 8GB, Console Type : Home Console, AV Digital Output : Composite video, S-Video, Component video, SCART, Optical out, Stereo RCA analogue audio, RAM : 64MB, Input Method : Disc, Screen Size : , USB Ports : 4 proprietary USB 1.1 ports, Processor : 733MHz Intel Pentium III, Graphics : 233MHz Nvidia NV2A, Weight : 3.86kg, Console Family : Microsoft Xbox, Launched : 37196",8GB,Home Console,"Composite video, S-Video, Component video, SCART, Optical out, Stereo RCA analogue audio",64MB,Disc,,4 proprietary USB 1.1 ports,733MHz Intel Pentium III,233MHz Nvidia NV2A,3.86kg,Microsoft Xbox,November 2001
https://gadgets.ndtv.com/sony-playstation-2-11999,https://i.gadgets360cdn.com/products/large/1549531998_635_ps2_db.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,,,Gaming console,0,0,0,0,0,0," Hard Disk : None, Console Type : Home Console, AV Digital Output : Composite video (S-Video, SCART, VGA); Component video (D-Terminal), RAM : 32MB, Input Method : Disc, Screen Size : , USB Ports : 2 USB 1.1 ports, Processor : Emotion Engine CPU, Graphics : 150MHz Graphics Synthesizer, Weight : 600g, Console Family : Sony PlayStation 2, Launched : 36800",None,Home Console,"Composite video (S-Video, SCART, VGA); Component video (D-Terminal)",32MB,Disc,,2 USB 1.1 ports,Emotion Engine CPU,150MHz Graphics Synthesizer,600g,Sony PlayStation 2,October 2000
https://gadgets.ndtv.com/sega-saturn-12013,https://i.gadgets360cdn.com/products/large/1549996921_635_sega_saturn_db.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,,,Gaming console,0,0,0,0,0,0," Hard Disk : None, Console Type : Home Console, AV Digital Output : RCA, RAM : 2MB, Input Method : Disc, Screen Size : , USB Ports : No, Processor : 28.1MHz Hitachi SH-2, Graphics : VDP1 and VDP2, Weight : 1.66kg, Console Family : Sega Saturn/ DreamCast, Launched : 34820",None,Home Console,RCA,2MB,Disc,,No,28.1MHz Hitachi SH-2,VDP1 and VDP2,1.66kg,Sega Saturn/ DreamCast,May 1995
https://gadgets.ndtv.com/sega-dreamcast-12008,https://i.gadgets360cdn.com/products/large/1549992462_635_sega_dreamcast_db.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,,,Gaming console,0,0,0,0,0,0," Hard Disk : None, Console Type : Home Console, AV Digital Output : RF modulator, Composite video, S-video, RGB SCART, VGA, RAM : 16MB, Input Method : Disc, Screen Size : , USB Ports : No, Processor : 200MHz Hitachi SH-4 32-bit, Graphics : 100MHz PowerVR2, Weight : 1.5kg, Console Family : Sega Saturn/ DreamCast, Launched : 36404",None,Home Console,"RF modulator, Composite video, S-video, RGB SCART, VGA",16MB,Disc,,No,200MHz Hitachi SH-4 32-bit,100MHz PowerVR2,1.5kg,Sega Saturn/ DreamCast,September 1999
https://gadgets.ndtv.com/sony-playstation-one-12012,https://i.gadgets360cdn.com/products/large/1549995790_635_ps_one_db.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,,,Gaming console,0,0,0,0,0,0," Hard Disk : None, Console Type : Home Console, AV Digital Output : Composite video, S-Video, RGBS, RCA Composite video, S-Video, RAM : 2MB, Input Method : Disc, Screen Size : , USB Ports : No, Processor : LSI CoreWare CW33000-based, Graphics : 32-bit Sony GPU, Weight : 560g, Console Family : Sony PlayStation, Launched : 36708",None,Home Console,"Composite video, S-Video, RGBS, RCA Composite video, S-Video",2MB,Disc,,No,LSI CoreWare CW33000-based,32-bit Sony GPU,560g,Sony PlayStation,July 2000
https://gadgets.ndtv.com/sony-psp-go-12018,https://i.gadgets360cdn.com/products/large/1550052262_635_psp_go_.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,,,Gaming console,0,0,0,0,0,0," Hard Disk : 16GB, Console Type : Handheld Console, AV Digital Output : , RAM : 64MB, Input Method : , Screen Size : 3.8 inches, USB Ports : 1 USB 2.0 port, Processor : 333MHz MIPS R4000, Graphics : 166MHz GPU, Weight : 223g, Console Family : Sony PlayStation Vita/ PSP, Launched : 40087",16GB,Handheld Console,,64MB,,3.8 inches,1 USB 2.0 port,333MHz MIPS R4000,166MHz GPU,223g,Sony PlayStation Vita/ PSP,October 2009
https://gadgets.ndtv.com/nintendo-gamecube-12009,https://i.gadgets360cdn.com/products/large/1549993650_635_nintendo_gamecube_db.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,,,Gaming console,0,0,0,0,0,0," Hard Disk : None, Console Type : Home Console, AV Digital Output : Composite video, S-Video (NTSC only) RGB SCART (PAL only), RAM : 24MB, Input Method : Disc, Screen Size : , USB Ports : No, Processor : 486MHz IBM PowerPC Gekko, Graphics : 162MHz ATI Flipper, Weight : 2.4kg, Console Family : Nintendo 64/ GameCube, Launched : 37196",None,Home Console,"Composite video, S-Video (NTSC only) RGB SCART (PAL only)",24MB,Disc,,No,486MHz IBM PowerPC Gekko,162MHz ATI Flipper,2.4kg,Nintendo 64/ GameCube,November 2001
https://gadgets.ndtv.com/sony-playstation-12011,https://i.gadgets360cdn.com/products/large/1549995347_635_playstation_db.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,,,Gaming console,0,0,0,0,0,0," Hard Disk : None, Console Type : Home Console, AV Digital Output : Composite video, S-Video, RGBS, RCA Composite video, S-Video, RAM : 2MB, Input Method : Disc, Screen Size : , USB Ports : No, Processor : R3000 @ 33.8688 MHz, Graphics : 32-bit Sony GPU, Weight : 900g, Console Family : Sony PlayStation, Launched : 34943",None,Home Console,"Composite video, S-Video, RGBS, RCA Composite video, S-Video",2MB,Disc,,No,R3000 @ 33.8688 MHz,32-bit Sony GPU,900g,Sony PlayStation,September 1995
https://gadgets.ndtv.com/microsoft-xbox-one-s-all-digital-edition-13028,https://i.gadgets360cdn.com/products/large/1555479830_635_xbox_one_s_all_digital_edition.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"Microsoft Xbox One S (White, 1TB)","₹ 19,990",463,Gaming console,3.910891089,18,4,5,11,62," Hard Disk : , Console Type : Home Console, AV Digital Output : HDMI-out, Optical Out, RAM : 8GB, Input Method : , Screen Size : , USB Ports : 3 USB 3.0 ports, Processor : AMD Jaguar 1.75GHz 8-core, Graphics : AMD Durango 2 GCN 1.0, Weight : , Console Family : Microsoft Xbox One, Launched : 43586",,Home Console,"HDMI-out, Optical Out",8GB,,,3 USB 3.0 ports,AMD Jaguar 1.75GHz 8-core,AMD Durango 2 GCN 1.0,,Microsoft Xbox One,May 2019
https://gadgets.ndtv.com/nintendo-wii-11995,https://i.gadgets360cdn.com/products/large/1549530284_635_nintendo_wii_db.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,,,Gaming console,0,0,0,0,0,0," Hard Disk : 512MB, Console Type : Home Console, AV Digital Output : Composite video (S-Video, RGB SCART); Component video (YPBPR);, RAM : 88MB, Input Method : Disc, Screen Size : , USB Ports : 2 USB 2.0 ports, Processor : 729MHz IBM PowerPC, Graphics : 243MB ATi, Weight : 1.2kg, Console Family : Nintendo Wii, Launched : 39022",512MB,Home Console,"Composite video (S-Video, RGB SCART); Component video (YPBPR);",88MB,Disc,,2 USB 2.0 ports,729MHz IBM PowerPC,243MB ATi,1.2kg,Nintendo Wii,November 2006
https://gadgets.ndtv.com/sony-playstation-vita-slim-12051,https://i.gadgets360cdn.com/products/large/1550245308_635_ps_vita_slim.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,,,Gaming console,0,0,0,0,0,0," Hard Disk : 1GB, Console Type : Handheld Console, AV Digital Output : , RAM : 512MB, Input Method : Cartridge, Screen Size : 5-inches (LCD), USB Ports : , Processor : Quad-core ARM Cortex-A9 MPCore, Graphics : Quad-core PowerVR SGX543MP4+, Weight : 219g, Console Family : Sony PlayStation Vita/ PSP, Launched : 41671",1GB,Handheld Console,,512MB,Cartridge,5-inches (LCD),,Quad-core ARM Cortex-A9 MPCore,Quad-core PowerVR SGX543MP4+,219g,Sony PlayStation Vita/ PSP,February 2014
https://gadgets.ndtv.com/microsoft-xbox-one-11987,https://i.gadgets360cdn.com/products/large/1549457187_635_xbox_one_db.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,,,Gaming console,0,0,0,0,0,0," Hard Disk : 500GB, 1TB, Console Type : Home Console, AV Digital Output : S/PDIF out, IR-out, Kinect port, RAM : 8GB, Input Method : Disc, Screen Size : , USB Ports : 3 USB 3.0 ports, Processor : AMD Jaguar 1.8GHz 8-core, Graphics : AMD GCN Radeon 853MHz, Weight : 3.5kg, Console Family : Microsoft Xbox One, Launched : 41579","500GB, 1TB",Home Console,"S/PDIF out, IR-out, Kinect port",8GB,Disc,,3 USB 3.0 ports,AMD Jaguar 1.8GHz 8-core,AMD GCN Radeon 853MHz,3.5kg,Microsoft Xbox One,November 2013
https://gadgets.ndtv.com/nintendo-nes-classic-edition-12046,https://i.gadgets360cdn.com/products/large/1550242035_635_NES_CLASSIC.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,,,Gaming console,0,0,0,0,0,0," Hard Disk : 512MB, Console Type : Home Console, AV Digital Output : , RAM : 256MB, Input Method : , Screen Size : , USB Ports : No, Processor : 4xARM Cortex A7, Graphics : ARM Mali 400 MP2, Weight : 800g, Console Family : Nintendo SNES/ NES, Launched : 42675",512MB,Home Console,,256MB,,,No,4xARM Cortex A7,ARM Mali 400 MP2,800g,Nintendo SNES/ NES,November 2016
https://gadgets.ndtv.com/microsoft-xbox-one-s-all-digital-edition-13028,https://i.gadgets360cdn.com/products/large/1555479830_635_xbox_one_s_all_digital_edition.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Microsoft Xbox One S (Black),"₹ 21,990",463,Gaming console,3.910891089,18,4,5,11,62," Hard Disk : , Console Type : Home Console, AV Digital Output : HDMI-out, Optical Out, RAM : 8GB, Input Method : , Screen Size : , USB Ports : 3 USB 3.0 ports, Processor : AMD Jaguar 1.75GHz 8-core, Graphics : AMD Durango 2 GCN 1.0, Weight : , Console Family : Microsoft Xbox One, Launched : 43586",,Home Console,"HDMI-out, Optical Out",8GB,,,3 USB 3.0 ports,AMD Jaguar 1.75GHz 8-core,AMD Durango 2 GCN 1.0,,Microsoft Xbox One,May 2019
https://gadgets.ndtv.com/microsoft-xbox-one-s-all-digital-edition-13028,https://i.gadgets360cdn.com/products/large/1555479830_635_xbox_one_s_all_digital_edition.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Microsoft Xbox One S (White),"₹ 21,490",463,Gaming console,3.910891089,18,4,5,11,62," Hard Disk : , Console Type : Home Console, AV Digital Output : HDMI-out, Optical Out, RAM : 8GB, Input Method : , Screen Size : , USB Ports : 3 USB 3.0 ports, Processor : AMD Jaguar 1.75GHz 8-core, Graphics : AMD Durango 2 GCN 1.0, Weight : , Console Family : Microsoft Xbox One, Launched : 43586",,Home Console,"HDMI-out, Optical Out",8GB,,,3 USB 3.0 ports,AMD Jaguar 1.75GHz 8-core,AMD Durango 2 GCN 1.0,,Microsoft Xbox One,May 2019
https://gadgets.ndtv.com/nintendo-snes-classic-edition-12047,https://i.gadgets360cdn.com/products/large/1550242911_635_SNES_CLASSIC.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,,,Gaming console,0,0,0,0,0,0," Hard Disk : 512MB, Console Type : Home Console, AV Digital Output : , RAM : 256MB, Input Method : , Screen Size : , USB Ports : No, Processor : 4xARM Cortex A7, Graphics : ARM Mali 400 MP2, Weight : 300g, Console Family : Nintendo SNES/ NES, Launched : 42979",512MB,Home Console,,256MB,,,No,4xARM Cortex A7,ARM Mali 400 MP2,300g,Nintendo SNES/ NES,September 2017
https://gadgets.ndtv.com/nintendo-super-nintendo-entertainment-system-12044,https://i.gadgets360cdn.com/products/large/1550075523_635_SNES.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,,,Gaming console,0,0,0,0,0,0," Hard Disk : No, Console Type : Home Console, AV Digital Output : Composite video, S-Video, RGB, RF, RAM : 128Kb, Input Method : Cartridge, Screen Size : , USB Ports : No, Processor : Custom 65c816 based Ricoh 5A22 @ 3.58MHz, Graphics : No, Weight : 1.75Kg, Console Family : Nintendo SNES/ NES, Launched : 33451",No,Home Console,"Composite video, S-Video, RGB, RF",128Kb,Cartridge,,No,Custom 65c816 based Ricoh 5A22 @ 3.58MHz,No,1.75Kg,Nintendo SNES/ NES,August 1991
https://gadgets.ndtv.com/nintendo-64-12014,https://i.gadgets360cdn.com/products/large/1549997626_635_nintendo_64_db.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,,,Gaming console,0,0,0,0,0,0," Hard Disk : None, Console Type : , AV Digital Output : Composite video, S-Video, RAM : 4MB, Input Method : Cartridge, Screen Size : , USB Ports : No, Processor : 93.75MHz 64-bit NEC VR4300, Graphics : 62.5MHz SGI RCP, Weight : 1.1kg, Console Family : , Launched : 35309",None,,"Composite video, S-Video",4MB,Cartridge,,No,93.75MHz 64-bit NEC VR4300,62.5MHz SGI RCP,1.1kg,,September 1996
https://gadgets.ndtv.com/nvidia-nvidia-shield-portable-12052,https://i.gadgets360cdn.com/products/large/1550246034_635_nvidia_shield_portable.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,,,Gaming console,0,0,0,0,0,0," Hard Disk : 16GB, Console Type : Handheld Console, AV Digital Output : , RAM : 2GB, Input Method : , Screen Size : 5-inches, USB Ports : , Processor : Quad-core ARM Cortex-A15 @ 1.9 GHz, Graphics : Tegra 4, Weight : 579g, Console Family : Nvidia Shield, Launched : 41456",16GB,Handheld Console,,2GB,,5-inches,,Quad-core ARM Cortex-A15 @ 1.9 GHz,Tegra 4,579g,Nvidia Shield,July 2013
https://gadgets.ndtv.com/sony-playstation-vita-3g-12050,https://i.gadgets360cdn.com/products/large/1550244673_635_PS_VITA_OLED.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,,,Gaming console,0,0,0,0,0,0," Hard Disk : , Console Type : Handheld Console, AV Digital Output : , RAM : 512MB, Input Method : Cartridge, Screen Size : 5-inches (OLED), USB Ports : , Processor : Quad-core ARM Cortex-A9 MPCore, Graphics : Quad-core PowerVR SGX543MP4+, Weight : 279g, Console Family : Sony PlayStation Vita/ PSP, Launched : 40940",,Handheld Console,,512MB,Cartridge,5-inches (OLED),,Quad-core ARM Cortex-A9 MPCore,Quad-core PowerVR SGX543MP4+,279g,Sony PlayStation Vita/ PSP,February 2012
https://gadgets.ndtv.com/sony-playstation-classic-12048,https://i.gadgets360cdn.com/products/large/1550243424_635_playstation_classic.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,,,Gaming console,0,0,0,0,0,0," Hard Disk : 16GB, Console Type : Home Console, AV Digital Output : , RAM : 1GB, Input Method : , Screen Size : , USB Ports : Yes, Processor : Quad-Core ARM Cortex A35 CPU @1.5GHz, Graphics : Power VR GE8300, Weight : 170g, Console Family : Sony PlayStation, Launched : 43435",16GB,Home Console,,1GB,,,Yes,Quad-Core ARM Cortex A35 CPU @1.5GHz,Power VR GE8300,170g,Sony PlayStation,December 2018
https://gadgets.ndtv.com/microsoft-xbox-series-s-price-in-india-97191,https://i.gadgets360cdn.com/products/large/Xbox-series-S-DB-437x800-1600325377.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"Microsoft Xbox Series S (White, 512GB)","₹ 34,990",70,Gaming console,3.405940594,29,4,7,14,46," Hard Disk : 512GB PCie Gen 4 NVME SSD, Console Type : Home Console, AV Digital Output : , RAM : 10GB GDDR6 RAM, Input Method : , Screen Size : , USB Ports : , Processor : Custom 8-core AMD Zen 2 CPU @ 3.8GHz, Graphics : Custom AMD RDNA 2 GPU 20 CUs @ 1.565GHz, Weight : , Console Family : Microsoft Xbox Series, Launched : 10th November 2020",512GB PCie Gen 4 NVME SSD,Home Console,,10GB GDDR6 RAM,,,,Custom 8-core AMD Zen 2 CPU @ 3.8GHz,Custom AMD RDNA 2 GPU 20 CUs @ 1.565GHz,,Microsoft Xbox Series,10th November 2020
https://gadgets.ndtv.com/microsoft-xbox-series-x-price-in-india-91368,https://i.gadgets360cdn.com/products/large/xbox-series-x-db-1252x800-1576214218.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,,,Gaming console,0,0,0,0,0,0," Hard Disk : 1TB PCie Gen 4 NVME SSD, Console Type : Home Console, AV Digital Output : , RAM : 16GB, Input Method : Disc, Screen Size : , USB Ports : , Processor : Custom 8-core AMD Zen 2 CPU @ 3.8GHz, Graphics : Custom AMD RDNA 2 GPU 52 CUs @ 1.825 GHz, Weight : 4.45kg, Console Family : Microsoft Xbox Series, Launched : 10th November 2020",1TB PCie Gen 4 NVME SSD,Home Console,,16GB,Disc,,,Custom 8-core AMD Zen 2 CPU @ 3.8GHz,Custom AMD RDNA 2 GPU 52 CUs @ 1.825 GHz,4.45kg,Microsoft Xbox Series,10th November 2020
https://gadgets.ndtv.com/sony-playstation-5-price-in-india-94914,https://i.gadgets360cdn.com/products/large/sony-ps5-649x800-1592631239.jpeg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,,,Gaming console,4.95049505,0,0,0,0,100," Hard Disk : 825GB PCIe Gen 4 NVMe SSD, Console Type : Home Console, AV Digital Output : , RAM : 16GB GDDR6 RAM, Input Method : Disc, Screen Size : , USB Ports : , Processor : Custom 8-core AMD Zen 2 CPU @ 3.5GHz with SMT (variable frequency), Graphics : Custom AMD RDNA 2 GPU 36 CUs @ 2.23GHz, Weight : , Console Family : Sony PlayStation 5, Launched : 12th November 2020",825GB PCIe Gen 4 NVMe SSD,Home Console,,16GB GDDR6 RAM,Disc,,,Custom 8-core AMD Zen 2 CPU @ 3.5GHz with SMT (variable frequency),Custom AMD RDNA 2 GPU 36 CUs @ 2.23GHz,,Sony PlayStation 5,12th November 2020
https://gadgets.ndtv.com/sony-playstation-5-digital-edition-price-in-india-94915,https://i.gadgets360cdn.com/products/large/sony-ps5-digital-edition-298x800-1592631945.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,,,Gaming console,0,0,0,0,0,0," Hard Disk : 825GB PCIe Gen 4 NVMe SSD, Console Type : Home Console, AV Digital Output : , RAM : 16GB GDDR6, Input Method : , Screen Size : , USB Ports : , Processor : Custom 8-core AMD Zen 2 CPU @ 3.5GHz with SMT (variable frequency), Graphics : Custom AMD RDNA 2 GPU 36 CUs @ 2.23GHz, Weight : , Console Family : Sony PlayStation 5, Launched : 12th November 2020",825GB PCIe Gen 4 NVMe SSD,Home Console,,16GB GDDR6,,,,Custom 8-core AMD Zen 2 CPU @ 3.5GHz with SMT (variable frequency),Custom AMD RDNA 2 GPU 36 CUs @ 2.23GHz,,Sony PlayStation 5,12th November 2020
,,,,,Gaming console,,,,,,,,,,,,,,,,,,,
,,,,,Gaming console,,,,,,,,,,,,,,,,,,,